id,edge1,edge2,node1,node2,capacity,is_closed
10619,21238,21239,1156,1049,50000000000,0
10620,21240,21241,1157,155,49999999000,0
10621,21242,21243,1157,1119,50000000000,0
10622,21244,21245,1157,600,50000001000,0
10623,21246,21247,1157,749,49999999000,0
10624,21248,21249,1157,435,50000001000,0
10625,21250,21251,1157,1,50000000000,0
10626,21252,21253,1157,192,49999999000,0
10627,21254,21255,1157,4,50000000000,0
10628,21256,21257,1157,1095,49999998000,0
10629,21258,21259,1157,661,49999998000,0
10630,21260,21261,1158,426,49999998000,0
10631,21262,21263,1158,341,50000001000,0
10632,21264,21265,1158,10,50000001000,0
10633,21266,21267,1158,473,50000000000,0
10634,21268,21269,1158,268,50000002000,0
10635,21270,21271,1158,996,50000000000,0
10636,21272,21273,1158,141,49999999000,0
10637,21274,21275,1158,791,50000001000,0
10638,21276,21277,1158,284,49999999000,0
10639,21278,21279,1158,469,50000000000,0
10640,21280,21281,1159,132,50000000000,0
10641,21282,21283,1159,128,50000000000,0
10642,21284,21285,1159,356,50000000000,0
10643,21286,21287,1159,760,49999998000,0
10644,21288,21289,1159,982,50000000000,0
10645,21290,21291,1159,489,49999999000,0
10646,21292,21293,1159,771,49999999000,0
10647,21294,21295,1159,517,49999999000,0
10648,21296,21297,1159,490,49999999000,0
10649,21298,21299,1159,1073,50000001000,0
10650,21300,21301,1160,228,50000000000,0
10651,21302,21303,1160,25,49999999000,0
10652,21304,21305,1160,352,50000000000,0
10653,21306,21307,1160,882,49999999000,0
10654,21308,21309,1160,476,50000000000,0
10655,21310,21311,1160,126,50000001000,0
10656,21312,21313,1160,645,50000001000,0
10657,21314,21315,1160,358,50000001000,0
10658,21316,21317,1160,10,50000000000,0
10659,21318,21319,1160,1113,49999999000,0
10660,21320,21321,1161,471,49999999000,0
10661,21322,21323,1161,175,49999997000,0
10662,21324,21325,1161,772,49999999000,0
10663,21326,21327,1161,376,49999999000,0
10664,21328,21329,1161,440,49999999000,0
10665,21330,21331,1161,32,49999999000,0
10666,21332,21333,1161,712,50000000000,0
10667,21334,21335,1161,410,49999999000,0
10668,21336,21337,1161,144,49999999000,0
10669,21338,21339,1161,423,50000000000,0
10670,21340,21341,1162,112,50000000000,0
10671,21342,21343,1162,36,50000000000,0
10672,21344,21345,1162,489,49999998000,0
10673,21346,21347,1162,585,50000000000,0
10674,21348,21349,1162,477,50000000000,0
10675,21350,21351,1162,227,49999999000,0
10676,21352,21353,1162,628,49999998000,0
10677,21354,21355,1162,428,49999999000,0
10678,21356,21357,1162,1012,49999998000,0
10679,21358,21359,1162,675,50000000000,0
10680,21360,21361,1163,1091,49999999000,0
10681,21362,21363,1163,319,49999998000,0
10682,21364,21365,1163,156,50000000000,0
10683,21366,21367,1163,110,49999999000,0
10684,21368,21369,1163,307,49999999000,0
10685,21370,21371,1163,234,50000001000,0
10686,21372,21373,1163,201,50000000000,0
10687,21374,21375,1163,408,49999999000,0
10688,21376,21377,1163,795,49999999000,0
10689,21378,21379,1163,375,50000001000,0
10690,21380,21381,1164,188,49999999000,0
10691,21382,21383,1164,439,50000001000,0
10692,21384,21385,1164,457,49999999000,0
10693,21386,21387,1164,111,50000000000,0
10694,21388,21389,1164,567,50000000000,0
10695,21390,21391,1164,555,50000000000,0
10696,21392,21393,1164,1069,50000000000,0
10697,21394,21395,1164,572,49999998000,0
10698,21396,21397,1164,183,49999999000,0
10699,21398,21399,1164,739,50000001000,0
10700,21400,21401,1165,405,49999998000,0
10701,21402,21403,1165,517,49999999000,0
10702,21404,21405,1165,124,50000000000,0
10703,21406,21407,1165,130,49999998000,0
10704,21408,21409,1165,643,49999999000,0
10705,21410,21411,1165,43,49999999000,0
10706,21412,21413,1165,116,50000000000,0
10707,21414,21415,1165,355,49999999000,0
10708,21416,21417,1165,255,50000000000,0
10709,21418,21419,1165,715,49999998000,0
10710,21420,21421,1166,460,49999999000,0
10711,21422,21423,1166,611,50000001000,0
10712,21424,21425,1166,749,50000001000,0
10713,21426,21427,1166,561,49999999000,0
10714,21428,21429,1166,498,49999998000,0
10715,21430,21431,1166,199,50000000000,0
10716,21432,21433,1166,137,50000000000,0
10717,21434,21435,1166,528,49999999000,0
10718,21436,21437,1166,158,49999999000,0
10719,21438,21439,1166,661,49999999000,0
10720,21440,21441,1167,435,50000000000,0
10721,21442,21443,1167,8,50000001000,0
10722,21444,21445,1167,7,50000001000,0
10723,21446,21447,1167,1059,50000000000,0
10724,21448,21449,1167,799,50000000000,0
10725,21450,21451,1167,242,50000001000,0
10726,21452,21453,1167,105,50000000000,0
10727,21454,21455,1167,1139,50000000000,0
10728,21456,21457,1167,45,49999999000,0
10729,21458,21459,1167,732,50000001000,0
10730,21460,21461,1168,138,50000000000,0
10731,21462,21463,1168,238,49999999000,0
10732,21464,21465,1168,578,50000001000,0
10733,21466,21467,1168,214,49999997000,0
10734,21468,21469,1168,744,49999997000,0
10735,21470,21471,1168,125,49999999000,0
10736,21472,21473,1168,45,50000000000,0
10737,21474,21475,1168,445,50000000000,0
10738,21476,21477,1168,468,50000000000,0
10739,21478,21479,1168,531,49999998000,0
10740,21480,21481,1169,1,49999999000,0
10741,21482,21483,1169,1085,49999999000,0
10742,21484,21485,1169,1021,50000002000,0
10743,21486,21487,1169,950,50000001000,0
10744,21488,21489,1169,765,49999999000,0
10745,21490,21491,1169,332,49999998000,0
10746,21492,21493,1169,109,49999999000,0
10747,21494,21495,1169,132,49999998000,0
10748,21496,21497,1169,107,50000000000,0
10749,21498,21499,1169,1124,50000001000,0
10750,21500,21501,1170,165,49999999000,0
10751,21502,21503,1170,129,50000001000,0
10752,21504,21505,1170,181,50000000000,0
10753,21506,21507,1170,1034,49999998000,0
10754,21508,21509,1170,735,49999998000,0
10755,21510,21511,1170,869,50000000000,0
10756,21512,21513,1170,114,49999999000,0
10757,21514,21515,1170,130,50000000000,0
10758,21516,21517,1170,4,50000001000,0
10759,21518,21519,1170,568,49999999000,0
10760,21520,21521,1171,114,50000000000,0
10761,21522,21523,1171,119,50000000000,0
10762,21524,21525,1171,756,49999999000,0
10763,21526,21527,1171,243,49999999000,0
10764,21528,21529,1171,108,49999999000,0
10765,21530,21531,1171,202,49999999000,0
10766,21532,21533,1171,766,49999999000,0
10767,21534,21535,1171,166,50000001000,0
10768,21536,21537,1171,172,50000001000,0
10769,21538,21539,1171,236,49999999000,0
10770,21540,21541,1172,259,50000000000,0
10771,21542,21543,1172,281,50000000000,0
10772,21544,21545,1172,800,50000000000,0
10773,21546,21547,1172,112,49999999000,0
10774,21548,21549,1172,130,49999999000,0
10775,21550,21551,1172,655,50000000000,0
10776,21552,21553,1172,104,50000000000,0
10777,21554,21555,1172,362,50000002000,0
10778,21556,21557,1172,399,49999999000,0
10779,21558,21559,1172,685,49999998000,0
10780,21560,21561,1173,128,49999999000,0
10781,21562,21563,1173,123,49999999000,0
10782,21564,21565,1173,446,49999999000,0
10783,21566,21567,1173,776,49999998000,0
10784,21568,21569,1173,32,49999997000,0
10785,21570,21571,1173,151,49999999000,0
10786,21572,21573,1173,149,50000000000,0
10787,21574,21575,1173,145,49999999000,0
10788,21576,21577,1173,268,49999999000,0
10789,21578,21579,1173,713,49999999000,0
10790,21580,21581,1174,184,49999998000,0
10791,21582,21583,1174,38,49999997000,0
10792,21584,21585,1174,16,49999999000,0
10793,21586,21587,1174,555,49999999000,0
10794,21588,21589,1174,653,50000000000,0
10795,21590,21591,1174,336,49999999000,0
10796,21592,21593,1174,419,49999999000,0
10797,21594,21595,1174,370,50000002000,0
10798,21596,21597,1174,959,50000000000,0
10799,21598,21599,1174,231,49999999000,0
10800,21600,21601,1175,176,50000001000,0
10801,21602,21603,1175,758,49999999000,0
10802,21604,21605,1175,997,50000002000,0
10803,21606,21607,1175,1146,49999998000,0
10804,21608,21609,1175,31,49999999000,0
10805,21610,21611,1175,835,49999999000,0
10806,21612,21613,1175,8,50000000000,0
10807,21614,21615,1175,260,49999998000,0
10808,21616,21617,1175,108,49999999000,0
10809,21618,21619,1175,861,50000001000,0
10810,21620,21621,1176,321,49999998000,0
10811,21622,21623,1176,229,50000000000,0
10812,21624,21625,1176,790,50000000000,0
10813,21626,21627,1176,129,50000001000,0
10814,21628,21629,1176,883,49999999000,0
10815,21630,21631,1176,221,49999999000,0
10816,21632,21633,1176,390,50000000000,0
10817,21634,21635,1176,422,50000000000,0
10818,21636,21637,1176,445,50000001000,0
10819,21638,21639,1176,112,49999998000,0
10820,21640,21641,1177,805,50000000000,0
10821,21642,21643,1177,496,50000000000,0
10822,21644,21645,1177,425,50000000000,0
10823,21646,21647,1177,1093,50000001000,0
10824,21648,21649,1177,337,50000000000,0
10825,21650,21651,1177,489,50000000000,0
10826,21652,21653,1177,105,49999998000,0
10827,21654,21655,1177,307,49999998000,0
10828,21656,21657,1177,24,49999998000,0
10829,21658,21659,1177,167,49999998000,0
10830,21660,21661,1178,460,50000000000,0
10831,21662,21663,1178,355,50000000000,0
10832,21664,21665,1178,772,49999999000,0
10833,21666,21667,1178,625,49999999000,0
10834,21668,21669,1178,798,49999998000,0
10835,21670,21671,1178,952,50000000000,0
10836,21672,21673,1178,105,49999998000,0
10837,21674,21675,1178,122,50000002000,0
10838,21676,21677,1178,149,49999999000,0
10839,21678,21679,1178,1029,49999999000,0
10840,21680,21681,1179,350,49999999000,0
10841,21682,21683,1179,302,49999999000,0
10842,21684,21685,1179,944,49999999000,0
10843,21686,21687,1179,298,50000000000,0
10844,21688,21689,1179,168,49999999000,0
10845,21690,21691,1179,305,50000000000,0
10846,21692,21693,1179,151,49999999000,0
10847,21694,21695,1179,188,50000002000,0
10848,21696,21697,1179,25,49999998000,0
10849,21698,21699,1179,22,50000001000,0
10850,21700,21701,1180,115,49999999000,0
10851,21702,21703,1180,675,50000000000,0
10852,21704,21705,1180,1076,49999999000,0
10853,21706,21707,1180,382,50000000000,0
10854,21708,21709,1180,36,50000001000,0
10855,21710,21711,1180,394,50000000000,0
10856,21712,21713,1180,1163,49999996000,0
10857,21714,21715,1180,32,49999999000,0
10858,21716,21717,1180,772,49999999000,0
10859,21718,21719,1180,461,50000000000,0
10860,21720,21721,1181,40,50000002000,0
10861,21722,21723,1181,507,50000000000,0
10862,21724,21725,1181,100,50000000000,0
10863,21726,21727,1181,463,49999999000,0
10864,21728,21729,1181,1119,50000001000,0
10865,21730,21731,1181,632,49999999000,0
10866,21732,21733,1181,261,50000000000,0
10867,21734,21735,1181,587,50000000000,0
10868,21736,21737,1181,184,50000000000,0
10869,21738,21739,1181,883,49999999000,0
10870,21740,21741,1182,347,50000000000,0
10871,21742,21743,1182,717,50000000000,0
10872,21744,21745,1182,196,50000001000,0
10873,21746,21747,1182,152,50000000000,0
10874,21748,21749,1182,852,50000000000,0
10875,21750,21751,1182,3,49999998000,0
10876,21752,21753,1182,146,49999998000,0
10877,21754,21755,1182,645,49999999000,0
10878,21756,21757,1182,165,50000000000,0
10879,21758,21759,1182,632,49999999000,0
10880,21760,21761,1183,984,49999998000,0
10881,21762,21763,1183,1124,50000001000,0
10882,21764,21765,1183,171,49999998000,0
10883,21766,21767,1183,1147,50000001000,0
10884,21768,21769,1183,40,50000000000,0
10885,21770,21771,1183,31,49999999000,0
10886,21772,21773,1183,164,49999998000,0
10887,21774,21775,1183,144,49999999000,0
10888,21776,21777,1183,810,49999999000,0
10889,21778,21779,1183,902,49999998000,0
10890,21780,21781,1184,269,49999999000,0
10891,21782,21783,1184,210,50000000000,0
10892,21784,21785,1184,950,49999999000,0
10893,21786,21787,1184,816,49999999000,0
10894,21788,21789,1184,145,49999999000,0
10895,21790,21791,1184,748,50000000000,0
10896,21792,21793,1184,15,49999999000,0
10897,21794,21795,1184,817,49999998000,0
10898,21796,21797,1184,1118,49999999000,0
10899,21798,21799,1184,33,49999999000,0
10900,21800,21801,1185,189,50000000000,0
10901,21802,21803,1185,622,49999999000,0
10902,21804,21805,1185,256,50000002000,0
10903,21806,21807,1185,386,49999998000,0
10904,21808,21809,1185,608,49999998000,0
10905,21810,21811,1185,646,50000000000,0
10906,21812,21813,1185,670,50000000000,0
10907,21814,21815,1185,132,49999999000,0
10908,21816,21817,1185,636,49999999000,0
10909,21818,21819,1185,149,49999999000,0
10910,21820,21821,1186,112,49999999000,0
10911,21822,21823,1186,642,49999999000,0
10912,21824,21825,1186,1081,49999998000,0
10913,21826,21827,1186,631,49999999000,0
10914,21828,21829,1186,117,49999999000,0
10915,21830,21831,1186,233,49999998000,0
10916,21832,21833,1186,525,50000000000,0
10917,21834,21835,1186,107,49999997000,0
10918,21836,21837,1186,712,50000000000,0
10919,21838,21839,1186,21,49999998000,0
10920,21840,21841,1187,109,50000000000,0
10921,21842,21843,1187,1024,50000000000,0
10922,21844,21845,1187,209,49999999000,0
10923,21846,21847,1187,445,50000000000,0
10924,21848,21849,1187,3,50000002000,0
10925,21850,21851,1187,232,49999999000,0
10926,21852,21853,1187,102,50000000000,0
10927,21854,21855,1187,242,49999999000,0
10928,21856,21857,1187,281,49999999000,0
10929,21858,21859,1187,132,50000001000,0
10930,21860,21861,1188,417,50000000000,0
10931,21862,21863,1188,253,50000000000,0
10932,21864,21865,1188,279,49999999000,0
10933,21866,21867,1188,372,50000000000,0
10934,21868,21869,1188,115,49999998000,0
10935,21870,21871,1188,665,50000000000,0
10936,21872,21873,1188,767,50000000000,0
10937,21874,21875,1188,225,50000000000,0
10938,21876,21877,1188,945,49999999000,0
10939,21878,21879,1188,121,49999998000,0
10940,21880,21881,1189,156,49999999000,0
10941,21882,21883,1189,417,49999999000,0
10942,21884,21885,1189,574,50000000000,0
10943,21886,21887,1189,732,50000000000,0
10944,21888,21889,1189,641,49999997000,0
10945,21890,21891,1189,285,50000001000,0
10946,21892,21893,1189,369,50000000000,0
10947,21894,21895,1189,422,49999999000,0
10948,21896,21897,1189,442,49999998000,0
10949,21898,21899,1189,112,50000000000,0
10950,21900,21901,1190,585,49999999000,0
10951,21902,21903,1190,755,50000000000,0
10952,21904,21905,1190,778,49999999000,0
10953,21906,21907,1190,867,50000001000,0
10954,21908,21909,1190,296,49999999000,0
10955,21910,21911,1190,9,49999999000,0
10956,21912,21913,1190,1128,49999999000,0
10957,21914,21915,1190,25,49999999000,0
10958,21916,21917,1190,101,50000000000,0
10959,21918,21919,1190,187,49999999000,0
10960,21920,21921,1191,976,50000000000,0
10961,21922,21923,1191,331,49999998000,0
10962,21924,21925,1191,465,49999998000,0
10963,21926,21927,1191,1090,49999999000,0
10964,21928,21929,1191,102,50000000000,0
10965,21930,21931,1191,320,50000000000,0
10966,21932,21933,1191,152,50000000000,0
10967,21934,21935,1191,1039,50000000000,0
10968,21936,21937,1191,923,50000001000,0
10969,21938,21939,1191,304,49999998000,0
10970,21940,21941,1192,500,50000000000,0
10971,21942,21943,1192,239,50000001000,0
10972,21944,21945,1192,270,50000000000,0
10973,21946,21947,1192,33,49999999000,0
10974,21948,21949,1192,333,49999999000,0
10975,21950,21951,1192,520,50000000000,0
10976,21952,21953,1192,149,50000001000,0
10977,21954,21955,1192,951,49999999000,0
10978,21956,21957,1192,810,50000001000,0
10979,21958,21959,1192,165,49999999000,0
10980,21960,21961,1193,234,50000000000,0
10981,21962,21963,1193,25,49999999000,0
10982,21964,21965,1193,764,50000000000,0
10983,21966,21967,1193,720,50000001000,0
10984,21968,21969,1193,425,50000000000,0
10985,21970,21971,1193,667,50000001000,0
10986,21972,21973,1193,1172,50000001000,0
10987,21974,21975,1193,183,49999999000,0
10988,21976,21977,1193,1048,49999999000,0
10989,21978,21979,1193,329,50000000000,0
10990,21980,21981,1194,219,50000000000,0
10991,21982,21983,1194,105,50000001000,0
10992,21984,21985,1194,170,50000000000,0
10993,21986,21987,1194,810,49999999000,0
10994,21988,21989,1194,1147,49999999000,0
10995,21990,21991,1194,981,50000000000,0
10996,21992,21993,1194,311,50000000000,0
10997,21994,21995,1194,11,49999999000,0
10998,21996,21997,1194,435,49999999000,0
10999,21998,21999,1194,227,49999999000,0
11000,22000,22001,1195,119,50000002000,0
11001,22002,22003,1195,308,49999999000,0
11002,22004,22005,1195,604,50000001000,0
11003,22006,22007,1195,224,49999999000,0
11004,22008,22009,1195,103,49999999000,0
11005,22010,22011,1195,4,49999999000,0
11006,22012,22013,1195,751,50000000000,0
11007,22014,22015,1195,900,49999999000,0
11008,22016,22017,1195,533,50000000000,0
11009,22018,22019,1195,124,50000001000,0
11010,22020,22021,1196,618,49999999000,0
11011,22022,22023,1196,358,49999997000,0
11012,22024,22025,1196,472,49999999000,0
11013,22026,22027,1196,1020,50000000000,0
11014,22028,22029,1196,445,50000000000,0
11015,22030,22031,1196,111,50000001000,0
11016,22032,22033,1196,961,50000001000,0
11017,22034,22035,1196,118,49999998000,0
11018,22036,22037,1196,570,50000000000,0
11019,22038,22039,1196,789,49999999000,0
11020,22040,22041,1197,463,50000001000,0
11021,22042,22043,1197,21,49999998000,0
11022,22044,22045,1197,147,49999999000,0
11023,22046,22047,1197,717,49999999000,0
11024,22048,22049,1197,608,50000001000,0
11025,22050,22051,1197,167,50000001000,0
11026,22052,22053,1197,132,49999999000,0
11027,22054,22055,1197,40,49999998000,0
11028,22056,22057,1197,13,50000001000,0
11029,22058,22059,1197,649,50000000000,0
11030,22060,22061,1198,921,49999999000,0
11031,22062,22063,1198,861,49999998000,0
11032,22064,22065,1198,102,50000000000,0
11033,22066,22067,1198,40,49999998000,0
11034,22068,22069,1198,892,50000001000,0
11035,22070,22071,1198,654,49999999000,0
11036,22072,22073,1198,421,49999999000,0
11037,22074,22075,1198,21,49999999000,0
11038,22076,22077,1198,149,50000001000,0
11039,22078,22079,1198,777,49999999000,0
11040,22080,22081,1199,693,50000001000,0
11041,22082,22083,1199,478,50000000000,0
11042,22084,22085,1199,112,49999999000,0
11043,22086,22087,1199,680,50000001000,0
11044,22088,22089,1199,664,50000000000,0
11045,22090,22091,1199,155,49999998000,0
11046,22092,22093,1199,169,50000001000,0
11047,22094,22095,1199,134,49999997000,0
11048,22096,22097,1199,536,49999998000,0
11049,22098,22099,1199,511,49999998000,0
11050,22100,22101,1200,285,49999999000,0
11051,22102,22103,1200,191,49999999000,0
11052,22104,22105,1200,818,50000000000,0
11053,22106,22107,1200,123,50000000000,0
11054,22108,22109,1200,1166,50000000000,0
11055,22110,22111,1200,670,50000000000,0
11056,22112,22113,1200,124,50000000000,0
11057,22114,22115,1200,431,50000000000,0
11058,22116,22117,1200,873,50000001000,0
11059,22118,22119,1200,624,50000000000,0
11060,22120,22121,1201,1018,50000001000,0
11061,22122,22123,1201,1065,49999998000,0
11062,22124,22125,1201,192,50000000000,0
11063,22126,22127,1201,186,50000000000,0
11064,22128,22129,1201,413,49999999000,0
11065,22130,22131,1201,645,50000000000,0
11066,22132,22133,1201,865,50000000000,0
11067,22134,22135,1201,246,49999998000,0
11068,22136,22137,1201,719,50000001000,0
11069,22138,22139,1201,1079,49999999000,0
11070,22140,22141,1202,653,49999998000,0
11071,22142,22143,1202,827,49999999000,0
11072,22144,22145,1202,3,50000000000,0
11073,22146,22147,1202,1039,50000000000,0
11074,22148,22149,1202,350,50000001000,0
11075,22150,22151,1202,463,49999998000,0
11076,22152,22153,1202,954,49999999000,0
11077,22154,22155,1202,521,49999999000,0
11078,22156,22157,1202,291,49999999000,0
11079,22158,22159,1202,785,49999999000,0
11080,22160,22161,1203,693,50000000000,0
11081,22162,22163,1203,40,49999999000,0
11082,22164,22165,1203,183,49999999000,0
11083,22166,22167,1203,335,50000001000,0
11084,22168,22169,1203,168,49999999000,0
11085,22170,22171,1203,148,50000000000,0
11086,22172,22173,1203,108,49999999000,0
11087,22174,22175,1203,215,50000000000,0
11088,22176,22177,1203,1039,50000000000,0
11089,22178,22179,1203,814,50000000000,0
11090,22180,22181,1204,234,49999999000,0
11091,22182,22183,1204,170,50000000000,0
11092,22184,22185,1204,865,50000000000,0
11093,22186,22187,1204,288,50000000000,0
11094,22188,22189,1204,32,50000000000,0
11095,22190,22191,1204,102,49999998000,0
11096,22192,22193,1204,143,49999999000,0
11097,22194,22195,1204,32,50000000000,0
11098,22196,22197,1204,263,49999999000,0
11099,22198,22199,1204,448,50000000000,0
11100,22200,22201,1205,978,50000000000,0
11101,22202,22203,1205,407,50000001000,0
11102,22204,22205,1205,959,49999997000,0
11103,22206,22207,1205,856,49999998000,0
11104,22208,22209,1205,531,49999999000,0
11105,22210,22211,1205,1036,50000001000,0
11106,22212,22213,1205,508,49999999000,0
11107,22214,22215,1205,39,50000000000,0
11108,22216,22217,1205,663,49999998000,0
11109,22218,22219,1205,129,50000000000,0
11110,22220,22221,1206,1107,49999997000,0
11111,22222,22223,1206,825,49999998000,0
11112,22224,22225,1206,177,50000000000,0
11113,22226,22227,1206,358,49999998000,0
11114,22228,22229,1206,659,50000000000,0
11115,22230,22231,1206,1035,49999999000,0
11116,22232,22233,1206,605,50000000000,0
11117,22234,22235,1206,631,49999999000,0
11118,22236,22237,1206,9,50000000000,0
11119,22238,22239,1206,524,49999999000,0
11120,22240,22241,1207,18,49999999000,0
11121,22242,22243,1207,867,49999999000,0
11122,22244,22245,1207,466,49999999000,0
11123,22246,22247,1207,141,49999999000,0
11124,22248,22249,1207,890,50000001000,0
11125,22250,22251,1207,165,50000000000,0
11126,22252,22253,1207,1,49999999000,0
11127,22254,22255,1207,272,50000000000,0
11128,22256,22257,1207,984,50000001000,0
11129,22258,22259,1207,111,50000000000,0
11130,22260,22261,1208,516,49999999000,0
11131,22262,22263,1208,640,49999997000,0
11132,22264,22265,1208,772,50000000000,0
11133,22266,22267,1208,1015,50000000000,0
11134,22268,22269,1208,341,50000000000,0
11135,22270,22271,1208,124,49999998000,0
11136,22272,22273,1208,679,50000000000,0
11137,22274,22275,1208,869,49999999000,0
11138,22276,22277,1208,758,50000000000,0
11139,22278,22279,1208,520,49999999000,0
11140,22280,22281,1209,296,49999999000,0
11141,22282,22283,1209,130,50000000000,0
11142,22284,22285,1209,135,50000000000,0
11143,22286,22287,1209,114,49999997000,0
11144,22288,22289,1209,201,50000000000,0
11145,22290,22291,1209,831,50000000000,0
11146,22292,22293,1209,373,50000000000,0
11147,22294,22295,1209,127,50000001000,0
11148,22296,22297,1209,158,49999997000,0
11149,22298,22299,1209,207,49999999000,0
11150,22300,22301,1210,1066,49999999000,0
11151,22302,22303,1210,36,49999999000,0
11152,22304,22305,1210,384,50000001000,0
11153,22306,22307,1210,2,50000002000,0
11154,22308,22309,1210,161,50000000000,0
11155,22310,22311,1210,31,50000000000,0
11156,22312,22313,1210,508,50000000000,0
11157,22314,22315,1210,869,50000001000,0
11158,22316,22317,1210,784,50000000000,0
11159,22318,22319,1210,861,50000000000,0
11160,22320,22321,1211,287,49999999000,0
11161,22322,22323,1211,135,50000000000,0
11162,22324,22325,1211,151,50000000000,0
11163,22326,22327,1211,10,49999998000,0
11164,22328,22329,1211,288,49999999000,0
11165,22330,22331,1211,368,49999999000,0
11166,22332,22333,1211,203,50000001000,0
11167,22334,22335,1211,572,49999999000,0
11168,22336,22337,1211,1061,50000001000,0
11169,22338,22339,1211,1030,49999998000,0
11170,22340,22341,1212,122,49999998000,0
11171,22342,22343,1212,781,49999999000,0
11172,22344,22345,1212,1081,49999999000,0
11173,22346,22347,1212,36,49999999000,0
11174,22348,22349,1212,759,50000001000,0
11175,22350,22351,1212,568,50000001000,0
11176,22352,22353,1212,586,49999999000,0
11177,22354,22355,1212,33,49999999000,0
11178,22356,22357,1212,483,50000001000,0
11179,22358,22359,1212,163,49999999000,0
11180,22360,22361,1213,930,50000001000,0
11181,22362,22363,1213,755,49999999000,0
11182,22364,22365,1213,123,49999998000,0
11183,22366,22367,1213,302,49999999000,0
11184,22368,22369,1213,450,49999999000,0
11185,22370,22371,1213,1100,50000001000,0
11186,22372,22373,1213,411,49999998000,0
11187,22374,22375,1213,315,49999999000,0
11188,22376,22377,1213,243,50000000000,0
11189,22378,22379,1213,408,50000000000,0
11190,22380,22381,1214,476,50000001000,0
11191,22382,22383,1214,128,50000002000,0
11192,22384,22385,1214,117,49999998000,0
11193,22386,22387,1214,147,49999999000,0
11194,22388,22389,1214,212,49999999000,0
11195,22390,22391,1214,336,49999999000,0
11196,22392,22393,1214,587,50000000000,0
11197,22394,22395,1214,607,50000000000,0
11198,22396,22397,1214,347,49999998000,0
11199,22398,22399,1214,350,49999999000,0
11200,22400,22401,1215,450,49999998000,0
11201,22402,22403,1215,32,49999999000,0
11202,22404,22405,1215,186,50000000000,0
11203,22406,22407,1215,816,49999999000,0
11204,22408,22409,1215,930,49999999000,0
11205,22410,22411,1215,131,49999998000,0
11206,22412,22413,1215,446,49999998000,0
11207,22414,22415,1215,215,50000000000,0
11208,22416,22417,1215,880,49999998000,0
11209,22418,22419,1215,1040,50000000000,0
11210,22420,22421,1216,731,49999997000,0
11211,22422,22423,1216,292,49999999000,0
11212,22424,22425,1216,250,50000000000,0
11213,22426,22427,1216,144,49999999000,0
11214,22428,22429,1216,151,49999996000,0
11215,22430,22431,1216,174,50000000000,0
11216,22432,22433,1216,446,50000000000,0
11217,22434,22435,1216,765,50000000000,0
11218,22436,22437,1216,134,50000000000,0
11219,22438,22439,1216,429,49999999000,0
11220,22440,22441,1217,1039,50000001000,0
11221,22442,22443,1217,100,50000000000,0
11222,22444,22445,1217,295,49999999000,0
11223,22446,22447,1217,171,49999998000,0
11224,22448,22449,1217,361,49999999000,0
11225,22450,22451,1217,158,49999998000,0
11226,22452,22453,1217,3,49999999000,0
11227,22454,22455,1217,447,50000000000,0
11228,22456,22457,1217,548,49999998000,0
11229,22458,22459,1217,107,49999998000,0
11230,22460,22461,1218,566,49999999000,0
11231,22462,22463,1218,414,50000000000,0
11232,22464,22465,1218,1004,49999999000,0
11233,22466,22467,1218,101,50000000000,0
11234,22468,22469,1218,343,49999999000,0
11235,22470,22471,1218,416,50000001000,0
11236,22472,22473,1218,705,50000000000,0
11237,22474,22475,1218,710,49999999000,0
11238,22476,22477,1218,187,50000000000,0
11239,22478,22479,1218,105,50000000000,0
11240,22480,22481,1219,569,50000000000,0
11241,22482,22483,1219,457,49999999000,0
11242,22484,22485,1219,1184,49999999000,0
11243,22486,22487,1219,185,50000000000,0
11244,22488,22489,1219,8,49999999000,0
11245,22490,22491,1219,754,49999999000,0
11246,22492,22493,1219,194,49999999000,0
11247,22494,22495,1219,689,50000001000,0
11248,22496,22497,1219,838,50000000000,0
11249,22498,22499,1219,976,49999998000,0
11250,22500,22501,1220,523,49999998000,0
11251,22502,22503,1220,449,50000000000,0
11252,22504,22505,1220,1075,50000000000,0
11253,22506,22507,1220,660,49999998000,0
11254,22508,22509,1220,326,49999998000,0
11255,22510,22511,1220,147,49999999000,0
11256,22512,22513,1220,119,49999998000,0
11257,22514,22515,1220,329,49999998000,0
11258,22516,22517,1220,189,49999999000,0
11259,22518,22519,1220,1014,50000000000,0
11260,22520,22521,1221,238,49999999000,0
11261,22522,22523,1221,1133,50000000000,0
11262,22524,22525,1221,821,50000000000,0
11263,22526,22527,1221,538,49999999000,0
11264,22528,22529,1221,634,50000000000,0
11265,22530,22531,1221,526,49999998000,0
11266,22532,22533,1221,316,50000000000,0
11267,22534,22535,1221,576,49999999000,0
11268,22536,22537,1221,419,50000001000,0
11269,22538,22539,1221,789,50000000000,0
11270,22540,22541,1222,626,50000000000,0
11271,22542,22543,1222,526,49999998000,0
11272,22544,22545,1222,576,49999999000,0
11273,22546,22547,1222,34,49999998000,0
11274,22548,22549,1222,155,50000000000,0
11275,22550,22551,1222,25,49999998000,0
11276,22552,22553,1222,350,49999998000,0
11277,22554,22555,1222,274,50000000000,0
11278,22556,22557,1222,130,49999998000,0
11279,22558,22559,1222,1,50000001000,0
11280,22560,22561,1223,445,49999999000,0
