id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
23791,11895,23790,359,1284,25000000000,1499,5,10,72
23792,11896,23793,1284,146,25000000000,1461,1,0,38
23793,11896,23792,146,1284,25000001000,2870,8,10,49
23794,11897,23795,1284,610,24999999000,3394,8,10,21
23795,11897,23794,610,1284,25000000000,2579,7,0,20
23796,11898,23797,1284,3,24999999000,2632,6,100,79
23797,11898,23796,3,1284,24999999000,3345,3,0,98
23798,11899,23799,1284,889,24999999000,3634,1,0,64
23799,11899,23798,889,1284,25000000000,1640,2,0,36
23800,11900,23801,1285,40,24999999000,1888,2,0,49
23801,11900,23800,40,1285,25000000000,3103,3,0,68
23802,11901,23803,1285,107,25000000000,4911,9,0,18
23803,11901,23802,107,1285,25000000000,2172,9,10,19
23804,11902,23805,1285,111,25000000000,3894,2,0,32
23805,11902,23804,111,1285,25000000000,2407,4,0,32
23806,11903,23807,1285,24,24999999000,1875,8,0,48
23807,11903,23806,24,1285,25000000000,4411,2,10,80
23808,11904,23809,1285,1184,25000000000,2247,4,0,72
23809,11904,23808,1184,1285,25000000000,2286,5,0,11
23810,11905,23811,1285,1095,25000000000,3071,9,0,11
23811,11905,23810,1095,1285,25000000000,3766,6,0,51
23812,11906,23813,1285,1179,25000000000,2382,3,10,62
23813,11906,23812,1179,1285,25000000000,3316,5,1000,32
23814,11907,23815,1285,557,24999999000,4321,3,10,16
23815,11907,23814,557,1285,25000000000,2983,2,0,31
23816,11908,23817,1285,468,25000000000,1554,1,0,33
23817,11908,23816,468,1285,25000000000,2434,5,0,70
23818,11909,23819,1285,114,24999999000,3125,9,0,45
23819,11909,23818,114,1285,24999999000,1452,3,0,95
23820,11910,23821,1286,122,25000000000,3906,3,0,20
23821,11910,23820,122,1286,25000000000,1145,9,0,79
23822,11911,23823,1286,1013,24999999000,3050,1,0,79
23823,11911,23822,1013,1286,25000000000,1709,7,0,21
23824,11912,23825,1286,609,24999999000,4954,6,10,99
23825,11912,23824,609,1286,25000000000,4175,3,0,89
23826,11913,23827,1286,8,24999999000,3050,8,0,16
23827,11913,23826,8,1286,25000000000,1379,4,0,65
23828,11914,23829,1286,422,24999999000,2094,9,10,27
23829,11914,23828,422,1286,25000000000,2636,3,10,61
23830,11915,23831,1286,256,25000000000,3056,3,0,96
23831,11915,23830,256,1286,25000001000,4019,6,0,25
23832,11916,23833,1286,215,24999999000,2116,5,0,30
23833,11916,23832,215,1286,25000000000,2443,4,10,73
23834,11917,23835,1286,750,24999999000,4082,5,0,18
23835,11917,23834,750,1286,25000000000,3261,2,0,79
23836,11918,23837,1286,651,25000000000,3671,9,10,85
23837,11918,23836,651,1286,25000000000,4232,4,0,69
23838,11919,23839,1286,187,25000001000,1844,4,0,89
23839,11919,23838,187,1286,25000001000,1022,6,0,75
23840,11920,23841,1287,32,25000000000,1047,8,100,20
23841,11920,23840,32,1287,25000001000,2436,5,1000,69
23842,11921,23843,1287,967,24999999000,3943,7,0,12
23843,11921,23842,967,1287,25000000000,1367,1,0,40
23844,11922,23845,1287,1205,24999999000,1753,2,0,99
23845,11922,23844,1205,1287,25000000000,1187,9,0,69
23846,11923,23847,1287,146,25000000000,3313,6,0,83
23847,11923,23846,146,1287,25000000000,2757,3,0,43
23848,11924,23849,1287,109,24999999000,4114,9,0,87
23849,11924,23848,109,1287,25000000000,1000,7,0,68
23850,11925,23851,1287,820,24999999000,3880,4,10,58
23851,11925,23850,820,1287,25000000000,2684,4,100,78
23852,11926,23853,1287,446,25000000000,1840,7,0,29
23853,11926,23852,446,1287,25000001000,4769,1,0,57
23854,11927,23855,1287,423,25000000000,2151,6,0,73
23855,11927,23854,423,1287,25000001000,4489,9,0,33
23856,11928,23857,1287,1053,24999999000,2106,8,100,50
23857,11928,23856,1053,1287,25000000000,2481,9,0,24
23858,11929,23859,1287,992,24999999000,2595,6,10,68
23859,11929,23858,992,1287,24999999000,3249,9,0,51
23860,11930,23861,1288,466,24999999000,2336,3,0,10
23861,11930,23860,466,1288,25000000000,1587,7,0,31
23862,11931,23863,1288,746,25000000000,1632,9,0,64
23863,11931,23862,746,1288,25000000000,4988,7,10,74
23864,11932,23865,1288,22,25000000000,3109,8,0,79
23865,11932,23864,22,1288,25000000000,4199,6,0,91
23866,11933,23867,1288,155,25000000000,2352,9,0,15
23867,11933,23866,155,1288,25000001000,3233,2,10,58
23868,11934,23869,1288,117,24999999000,3359,6,10,91
23869,11934,23868,117,1288,25000000000,4841,6,0,57
23870,11935,23871,1288,167,24999999000,4785,6,0,48
23871,11935,23870,167,1288,25000000000,2417,6,0,92
23872,11936,23873,1288,112,25000000000,2412,7,0,26
23873,11936,23872,112,1288,25000000000,3655,9,0,53
23874,11937,23875,1288,104,24999999000,3806,9,0,82
23875,11937,23874,104,1288,25000000000,1031,3,0,75
23876,11938,23877,1288,427,24999999000,3855,6,0,66
23877,11938,23876,427,1288,25000000000,2454,1,0,91
23878,11939,23879,1288,3,25000000000,4755,4,0,11
23879,11939,23878,3,1288,25000000000,4497,9,0,66
23880,11940,23881,1289,462,24999999000,4105,1,0,56
23881,11940,23880,462,1289,25000000000,3610,3,10,55
23882,11941,23883,1289,296,25000000000,4174,5,0,39
23883,11941,23882,296,1289,25000000000,4286,1,0,52
23884,11942,23885,1289,661,25000000000,3927,2,10,61
23885,11942,23884,661,1289,25000000000,2870,6,0,13
23886,11943,23887,1289,714,24999999000,2780,9,10,39
23887,11943,23886,714,1289,24999999000,2417,9,0,59
23888,11944,23889,1289,530,25000000000,4119,6,0,43
23889,11944,23888,530,1289,25000001000,1992,2,10,65
23890,11945,23891,1289,112,24999999000,3609,4,0,46
23891,11945,23890,112,1289,24999999000,4898,7,0,38
23892,11946,23893,1289,259,25000001000,4141,2,0,89
23893,11946,23892,259,1289,25000001000,4029,8,10,21
23894,11947,23895,1289,368,24999999000,2895,2,0,86
23895,11947,23894,368,1289,25000000000,1583,6,0,86
23896,11948,23897,1289,1044,24999999000,2311,1,0,72
23897,11948,23896,1044,1289,24999999000,1356,2,0,55
23898,11949,23899,1289,593,25000000000,1318,3,1000,55
23899,11949,23898,593,1289,25000000000,3233,6,0,23
23900,11950,23901,1290,563,25000001000,3493,4,100,28
23901,11950,23900,563,1290,25000001000,1016,8,0,27
23902,11951,23903,1290,907,25000000000,2011,4,10,13
23903,11951,23902,907,1290,25000000000,3852,7,10,33
23904,11952,23905,1290,945,25000000000,1559,1,0,16
23905,11952,23904,945,1290,25000000000,2301,7,100,95
23906,11953,23907,1290,466,24999999000,4670,2,0,47
23907,11953,23906,466,1290,25000000000,1818,9,0,52
23908,11954,23909,1290,512,25000000000,2165,2,100,40
23909,11954,23908,512,1290,25000000000,3512,7,0,23
23910,11955,23911,1290,236,24999999000,1044,1,0,96
23911,11955,23910,236,1290,25000000000,1373,3,0,16
23912,11956,23913,1290,998,24999999000,1173,1,10,75
23913,11956,23912,998,1290,25000000000,1326,3,1000,86
23914,11957,23915,1290,553,24999999000,2917,9,0,15
23915,11957,23914,553,1290,25000000000,2216,3,0,80
23916,11958,23917,1290,161,25000000000,3203,4,0,68
23917,11958,23916,161,1290,25000000000,1815,8,0,53
23918,11959,23919,1290,714,24999999000,3702,3,0,98
23919,11959,23918,714,1290,24999999000,1115,8,10,46
23920,11960,23921,1291,101,25000000000,1973,8,0,74
23921,11960,23920,101,1291,25000001000,1616,5,0,13
23922,11961,23923,1291,375,25000000000,3343,2,0,27
23923,11961,23922,375,1291,25000000000,2089,8,0,43
23924,11962,23925,1291,990,25000000000,1164,3,10,11
23925,11962,23924,990,1291,25000000000,2262,3,0,54
23926,11963,23927,1291,859,24999999000,3524,4,0,64
23927,11963,23926,859,1291,25000000000,2966,4,100,76
23928,11964,23929,1291,619,24999999000,1587,8,0,75
23929,11964,23928,619,1291,25000000000,1827,1,0,80
23930,11965,23931,1291,817,24999999000,1692,3,0,92
23931,11965,23930,817,1291,24999999000,3502,7,0,71
23932,11966,23933,1291,633,25000000000,1682,9,0,31
23933,11966,23932,633,1291,25000001000,1053,8,0,53
23934,11967,23935,1291,248,25000001000,4832,3,0,59
23935,11967,23934,248,1291,25000001000,3985,5,0,98
23936,11968,23937,1291,266,24999999000,2464,9,10,11
23937,11968,23936,266,1291,25000000000,1068,9,0,24
23938,11969,23939,1291,1014,25000000000,4155,2,1000,56
23939,11969,23938,1014,1291,25000001000,3480,4,0,20
23940,11970,23941,1292,659,25000000000,3497,9,1000,12
23941,11970,23940,659,1292,25000000000,2051,2,0,27
23942,11971,23943,1292,560,25000000000,4359,5,0,12
23943,11971,23942,560,1292,25000000000,4147,5,0,19
23944,11972,23945,1292,910,25000000000,1745,1,0,26
23945,11972,23944,910,1292,25000000000,2905,5,0,83
23946,11973,23947,1292,1109,24999999000,3214,2,10,82
23947,11973,23946,1109,1292,25000000000,3553,1,0,11
23948,11974,23949,1292,950,25000000000,4561,8,0,77
23949,11974,23948,950,1292,25000001000,3849,8,0,35
23950,11975,23951,1292,9,25000001000,4993,6,0,36
23951,11975,23950,9,1292,25000001000,3222,6,0,72
23952,11976,23953,1292,273,24999999000,3696,6,0,40
23953,11976,23952,273,1292,24999999000,1797,9,10,80
23954,11977,23955,1292,390,24999999000,4195,1,0,80
23955,11977,23954,390,1292,25000000000,3567,1,0,91
23956,11978,23957,1292,656,24999999000,2150,4,1000,56
23957,11978,23956,656,1292,25000000000,2846,2,0,12
23958,11979,23959,1292,816,24999999000,1846,2,0,93
23959,11979,23958,816,1292,25000000000,1703,9,0,57
23960,11980,23961,1293,233,25000000000,4244,9,0,15
23961,11980,23960,233,1293,25000001000,3998,7,100,57
23962,11981,23963,1293,483,25000000000,2345,3,0,53
23963,11981,23962,483,1293,25000001000,3125,5,0,64
23964,11982,23965,1293,167,24999999000,4936,1,0,73
23965,11982,23964,167,1293,25000000000,4312,1,0,18
23966,11983,23967,1293,245,24999999000,4584,6,0,86
23967,11983,23966,245,1293,25000000000,1522,6,0,61
23968,11984,23969,1293,278,24999999000,1410,7,0,99
23969,11984,23968,278,1293,25000000000,4902,7,10,19
23970,11985,23971,1293,182,24999999000,1043,6,0,86
23971,11985,23970,182,1293,25000000000,2674,7,10,11
23972,11986,23973,1293,151,25000001000,3527,2,10,98
23973,11986,23972,151,1293,25000001000,1926,7,100,13
23974,11987,23975,1293,1164,24999999000,1966,6,0,65
23975,11987,23974,1164,1293,25000000000,4818,1,0,47
23976,11988,23977,1293,416,25000000000,4811,5,0,45
23977,11988,23976,416,1293,25000000000,4860,3,0,53
23978,11989,23979,1293,165,24999999000,2470,2,0,54
23979,11989,23978,165,1293,25000000000,4886,4,0,36
23980,11990,23981,1294,3,25000000000,2228,5,0,67
23981,11990,23980,3,1294,25000001000,1330,9,0,50
23982,11991,23983,1294,366,25000000000,4105,8,100,60
23983,11991,23982,366,1294,25000001000,4745,6,10,72
23984,11992,23985,1294,6,25000000000,4774,9,0,49
23985,11992,23984,6,1294,25000000000,2030,2,10,77
23986,11993,23987,1294,738,24999999000,1855,2,0,12
23987,11993,23986,738,1294,25000000000,4414,8,0,45
23988,11994,23989,1294,149,25000000000,4317,3,0,54
23989,11994,23988,149,1294,25000000000,4249,6,0,54
23990,11995,23991,1294,630,24999998000,4281,3,0,45
23991,11995,23990,630,1294,24999999000,4730,6,0,25
23992,11996,23993,1294,1002,24999999000,1941,8,0,68
23993,11996,23992,1002,1294,25000000000,1037,2,0,10
23994,11997,23995,1294,315,25000000000,3771,5,0,84
23995,11997,23994,315,1294,25000001000,4125,5,0,24
23996,11998,23997,1294,10,25000000000,3377,9,0,96
23997,11998,23996,10,1294,25000000000,2506,9,0,97
23998,11999,23999,1294,1000,24999999000,4546,7,10,22
23999,11999,23998,1000,1294,25000000000,1534,8,10,22
24000,12000,24001,1295,121,25000000000,2600,2,0,13
24001,12000,24000,121,1295,25000000000,1225,6,0,98
24002,12001,24003,1295,555,24999999000,1835,2,0,62
24003,12001,24002,555,1295,25000000000,4401,7,0,80
24004,12002,24005,1295,323,25000000000,4204,5,0,44
24005,12002,24004,323,1295,25000001000,3299,4,0,44
24006,12003,24007,1295,530,25000000000,1964,6,0,19
24007,12003,24006,530,1295,25000000000,3711,6,0,96
24008,12004,24009,1295,883,25000000000,2819,7,0,60
24009,12004,24008,883,1295,25000000000,2964,1,0,96
24010,12005,24011,1295,1097,24999999000,4730,5,0,48
24011,12005,24010,1097,1295,24999999000,1803,5,0,85
24012,12006,24013,1295,120,24999999000,3031,6,0,36
24013,12006,24012,120,1295,24999999000,2238,6,0,52
24014,12007,24015,1295,144,25000000000,1167,1,10,11
24015,12007,24014,144,1295,25000001000,2414,5,0,76
24016,12008,24017,1295,1070,24999999000,2794,4,1000,17
24017,12008,24016,1070,1295,24999999000,2872,7,0,58
24018,12009,24019,1295,960,24999999000,2487,1,0,65
24019,12009,24018,960,1295,25000000000,1893,9,1000,40
24020,12010,24021,1296,241,25000000000,4006,6,0,47
24021,12010,24020,241,1296,25000000000,1435,8,1000,13
24022,12011,24023,1296,1274,24999999000,2759,8,0,80
24023,12011,24022,1274,1296,24999999000,4520,6,0,25
24024,12012,24025,1296,3,24999999000,3452,9,0,82
24025,12012,24024,3,1296,25000000000,2570,5,0,67
24026,12013,24027,1296,10,24999999000,4648,5,0,11
24027,12013,24026,10,1296,25000000000,1281,6,0,32
24028,12014,24029,1296,1020,25000000000,1943,2,0,96
24029,12014,24028,1020,1296,25000001000,1180,9,0,55
24030,12015,24031,1296,111,25000001000,1375,8,100,81
24031,12015,24030,111,1296,25000001000,2066,5,0,31
24032,12016,24033,1296,887,24999999000,4946,8,0,57
24033,12016,24032,887,1296,24999999000,4177,5,0,17
24034,12017,24035,1296,101,24999999000,3335,5,100,82
24035,12017,24034,101,1296,25000000000,1814,4,1000,30
24036,12018,24037,1296,216,25000000000,2883,9,10,79
24037,12018,24036,216,1296,25000000000,3018,5,0,46
24038,12019,24039,1296,268,24999999000,1783,4,0,41
24039,12019,24038,268,1296,25000000000,2960,2,0,42
24040,12020,24041,1297,1002,25000000000,4103,5,0,97
24041,12020,24040,1002,1297,25000000000,1859,3,0,99
24042,12021,24043,1297,697,25000000000,3255,5,0,46
24043,12021,24042,697,1297,25000000000,1083,7,1000,44
24044,12022,24045,1297,235,24999999000,3685,7,0,60
24045,12022,24044,235,1297,24999999000,1959,3,0,43
24046,12023,24047,1297,285,24999999000,1570,5,100,69
24047,12023,24046,285,1297,25000000000,1610,5,0,17
24048,12024,24049,1297,973,24999999000,3761,7,0,23
24049,12024,24048,973,1297,25000000000,1207,9,0,76
24050,12025,24051,1297,208,24999999000,2888,6,0,15
24051,12025,24050,208,1297,25000000000,2991,6,0,58
24052,12026,24053,1297,1018,25000000000,1335,1,0,96
24053,12026,24052,1018,1297,25000000000,1943,2,10,83
24054,12027,24055,1297,1109,25000000000,3185,1,0,49
24055,12027,24054,1109,1297,25000000000,4333,9,0,82
24056,12028,24057,1297,15,25000000000,4909,8,0,96
24057,12028,24056,15,1297,25000000000,4153,9,0,84
24058,12029,24059,1297,548,24999999000,4525,9,0,33
24059,12029,24058,548,1297,25000000000,4262,6,0,55
24060,12030,24061,1298,1025,24999998000,3975,2,0,76
24061,12030,24060,1025,1298,24999999000,1438,1,0,87
24062,12031,24063,1298,445,25000000000,3661,7,0,31
24063,12031,24062,445,1298,25000000000,3816,7,0,57
24064,12032,24065,1298,363,24999999000,1910,7,0,71
24065,12032,24064,363,1298,25000000000,4013,6,10,85
24066,12033,24067,1298,4,25000000000,4410,7,0,49
24067,12033,24066,4,1298,25000000000,4283,2,10,74
24068,12034,24069,1298,1083,24999999000,4294,7,0,60
24069,12034,24068,1083,1298,25000000000,4570,5,0,45
24070,12035,24071,1298,655,25000000000,4850,3,0,69
24071,12035,24070,655,1298,25000000000,3959,6,0,64
24072,12036,24073,1298,196,25000000000,4598,5,10,17
24073,12036,24072,196,1298,25000000000,2943,3,0,98
24074,12037,24075,1298,1181,25000000000,3290,9,0,50
24075,12037,24074,1181,1298,25000000000,2551,8,0,45
24076,12038,24077,1298,36,24999998000,2570,7,0,92
24077,12038,24076,36,1298,24999999000,4340,9,0,36
24078,12039,24079,1298,806,25000000000,3306,2,10,17
24079,12039,24078,806,1298,25000000000,1686,6,0,93
24080,12040,24081,1299,423,25000001000,2228,2,10,63
24081,12040,24080,423,1299,25000001000,1871,3,10,19
24082,12041,24083,1299,755,24999999000,2139,9,10,83
24083,12041,24082,755,1299,25000000000,3102,8,0,39
24084,12042,24085,1299,1017,25000000000,1994,5,0,54
24085,12042,24084,1017,1299,25000000000,2946,9,0,82
24086,12043,24087,1299,273,24999999000,1829,4,0,41
24087,12043,24086,273,1299,24999999000,1762,2,0,86
24088,12044,24089,1299,801,25000000000,4566,6,0,58
24089,12044,24088,801,1299,25000000000,1714,1,100,47
24090,12045,24091,1299,263,24999999000,1594,9,0,80
24091,12045,24090,263,1299,25000000000,2802,6,10,14
24092,12046,24093,1299,403,24999999000,2034,3,0,13
24093,12046,24092,403,1299,24999999000,3890,5,0,23
24094,12047,24095,1299,122,25000000000,4522,3,0,35
24095,12047,24094,122,1299,25000001000,1880,8,0,40
24096,12048,24097,1299,177,25000000000,4711,2,0,47
24097,12048,24096,177,1299,25000001000,1985,5,0,39
24098,12049,24099,1299,1036,24999999000,4203,1,0,20
24099,12049,24098,1036,1299,25000000000,2539,9,0,92
24100,12050,24101,1300,310,24999999000,3794,4,10,60
24101,12050,24100,310,1300,24999999000,2451,3,0,32
24102,12051,24103,1300,224,24999999000,1051,3,1000,57
24103,12051,24102,224,1300,24999999000,4002,9,10,39
24104,12052,24105,1300,540,24999999000,1625,5,0,75
24105,12052,24104,540,1300,25000000000,4790,5,10,71
24106,12053,24107,1300,492,24999999000,3693,5,10,39
24107,12053,24106,492,1300,25000000000,1864,7,0,49
24108,12054,24109,1300,164,25000000000,4374,5,0,31
24109,12054,24108,164,1300,25000000000,2282,5,0,55
24110,12055,24111,1300,463,24999999000,4807,4,10,12
24111,12055,24110,463,1300,24999999000,3698,7,0,54
24112,12056,24113,1300,1104,24999999000,4678,7,0,25
24113,12056,24112,1104,1300,25000000000,4297,5,0,64
24114,12057,24115,1300,100,25000000000,4941,1,0,15
24115,12057,24114,100,1300,25000001000,4459,7,0,27
24116,12058,24117,1300,346,24999999000,3145,9,0,64
24117,12058,24116,346,1300,25000000000,2648,4,0,59
24118,12059,24119,1300,401,24999999000,4411,2,10,32
24119,12059,24118,401,1300,24999999000,2327,9,0,40
24120,12060,24121,1301,507,25000000000,4384,2,0,90
24121,12060,24120,507,1301,25000000000,1958,3,0,70
24122,12061,24123,1301,145,25000000000,4132,2,10,58
24123,12061,24122,145,1301,25000001000,3088,3,0,88
24124,12062,24125,1301,152,24999999000,4456,3,0,15
24125,12062,24124,152,1301,24999999000,2641,2,0,15
24126,12063,24127,1301,511,25000000000,2777,9,100,90
24127,12063,24126,511,1301,25000000000,3912,5,0,42
24128,12064,24129,1301,423,24999999000,2839,8,0,18
24129,12064,24128,423,1301,24999999000,3186,7,10,72
24130,12065,24131,1301,733,24999999000,1573,2,0,38
24131,12065,24130,733,1301,25000000000,1087,1,100,34
24132,12066,24133,1301,175,24999999000,3236,4,0,12
24133,12066,24132,175,1301,25000000000,1425,3,0,79
24134,12067,24135,1301,454,24999999000,1658,8,1000,95
24135,12067,24134,454,1301,24999999000,1701,1,10,46
24136,12068,24137,1301,310,24999999000,3930,2,1000,38
24137,12068,24136,310,1301,24999999000,3294,4,0,11
24138,12069,24139,1301,221,25000001000,1012,5,0,89
24139,12069,24138,221,1301,25000001000,4684,7,0,53
24140,12070,24141,1302,143,25000000000,4169,5,0,32
24141,12070,24140,143,1302,25000000000,4586,8,100,45
24142,12071,24143,1302,149,25000000000,4813,2,0,25
24143,12071,24142,149,1302,25000001000,2790,3,0,65
24144,12072,24145,1302,567,24999999000,3838,7,10,49
24145,12072,24144,567,1302,25000000000,4449,3,0,33
24146,12073,24147,1302,850,25000000000,1728,8,0,53
24147,12073,24146,850,1302,25000000000,3697,7,0,95
24148,12074,24149,1302,880,24999999000,1851,8,10,55
24149,12074,24148,880,1302,24999999000,3857,2,0,90
24150,12075,24151,1302,313,25000000000,1784,6,0,15
24151,12075,24150,313,1302,25000000000,3678,5,10,41
24152,12076,24153,1302,630,24999999000,2216,7,0,54
24153,12076,24152,630,1302,24999999000,3352,3,0,61
24154,12077,24155,1302,451,25000000000,1258,8,0,64
24155,12077,24154,451,1302,25000000000,2350,1,10,98
24156,12078,24157,1302,1228,24999999000,3369,9,0,90
24157,12078,24156,1228,1302,25000000000,4355,1,0,86
24158,12079,24159,1302,1191,25000000000,3786,1,0,31
24159,12079,24158,1191,1302,25000001000,2972,9,0,59
24160,12080,24161,1303,140,25000001000,4956,9,0,59
24161,12080,24160,140,1303,25000001000,4262,7,0,17
24162,12081,24163,1303,195,25000000000,1950,6,0,31
24163,12081,24162,195,1303,25000000000,1837,9,0,48
24164,12082,24165,1303,874,25000000000,4146,4,0,14
24165,12082,24164,874,1303,25000000000,3334,1,0,25
24166,12083,24167,1303,759,24999999000,2676,7,0,30
24167,12083,24166,759,1303,25000000000,2633,5,100,92
24168,12084,24169,1303,497,24999999000,1629,9,10,60
24169,12084,24168,497,1303,25000000000,1041,5,0,63
24170,12085,24171,1303,326,24999999000,1615,3,0,59
24171,12085,24170,326,1303,24999999000,1087,5,10,56
24172,12086,24173,1303,31,25000001000,2215,8,0,86
24173,12086,24172,31,1303,25000001000,3539,6,0,97
24174,12087,24175,1303,299,25000000000,1204,3,10,77
24175,12087,24174,299,1303,25000000000,3623,9,0,27
24176,12088,24177,1303,285,25000000000,4562,8,10,24
24177,12088,24176,285,1303,25000001000,3776,4,0,63
24178,12089,24179,1303,358,25000000000,1957,4,0,87
24179,12089,24178,358,1303,25000000000,3369,5,0,35
24180,12090,24181,1304,478,25000000000,3089,4,0,15
24181,12090,24180,478,1304,25000001000,1928,3,0,32
24182,12091,24183,1304,986,25000000000,4840,4,0,73
24183,12091,24182,986,1304,25000001000,3224,6,0,75
24184,12092,24185,1304,1,25000000000,2984,8,10,65
24185,12092,24184,1,1304,25000000000,4354,6,0,72
24186,12093,24187,1304,1171,25000000000,1890,3,10,75
24187,12093,24186,1171,1304,25000001000,1143,9,0,29
24188,12094,24189,1304,225,24999999000,1146,8,1000,98
24189,12094,24188,225,1304,25000000000,2569,5,0,12
24190,12095,24191,1304,858,24999999000,2748,9,0,54
24191,12095,24190,858,1304,25000000000,1056,2,10,62
24192,12096,24193,1304,501,25000000000,2313,4,1000,35
24193,12096,24192,501,1304,25000000000,3518,4,1000,23
24194,12097,24195,1304,163,24999999000,1036,8,0,87
24195,12097,24194,163,1304,25000000000,2954,6,10,37
24196,12098,24197,1304,902,25000000000,3931,5,10,15
24197,12098,24196,902,1304,25000000000,2067,2,10,50
24198,12099,24199,1304,1120,25000000000,3600,9,0,44
24199,12099,24198,1120,1304,25000000000,1859,9,10,14
24200,12100,24201,1305,175,25000000000,2664,1,0,57
24201,12100,24200,175,1305,25000001000,4891,8,0,28
24202,12101,24203,1305,1160,25000000000,4864,8,0,99
24203,12101,24202,1160,1305,25000000000,1239,5,1000,21
24204,12102,24205,1305,933,24999999000,3212,4,10,46
24205,12102,24204,933,1305,24999999000,2282,6,10,91
24206,12103,24207,1305,256,24999999000,3216,3,10,15
24207,12103,24206,256,1305,25000000000,3266,1,10,92
24208,12104,24209,1305,100,25000000000,2846,4,0,36
24209,12104,24208,100,1305,25000000000,4282,8,0,25
24210,12105,24211,1305,24,24999999000,2766,3,0,55
24211,12105,24210,24,1305,24999999000,2832,2,0,49
24212,12106,24213,1305,113,25000000000,1395,3,0,15
24213,12106,24212,113,1305,25000000000,3908,4,0,62
24214,12107,24215,1305,622,25000000000,3608,2,0,56
24215,12107,24214,622,1305,25000001000,1234,7,10,85
24216,12108,24217,1305,1030,25000001000,3482,3,0,87
24217,12108,24216,1030,1305,25000001000,2994,7,10,69
24218,12109,24219,1305,221,25000000000,3924,6,0,15
24219,12109,24218,221,1305,25000001000,1364,6,0,45
24220,12110,24221,1306,220,25000000000,2256,2,10,30
24221,12110,24220,220,1306,25000000000,3179,5,1000,81
24222,12111,24223,1306,715,24999999000,1415,9,0,31
24223,12111,24222,715,1306,25000000000,2755,1,0,44
24224,12112,24225,1306,234,24999999000,1428,6,10,60
24225,12112,24224,234,1306,24999999000,3596,3,1000,40
24226,12113,24227,1306,102,25000000000,4874,1,0,72
24227,12113,24226,102,1306,25000000000,1044,7,0,28
24228,12114,24229,1306,287,24999999000,3599,3,0,79
24229,12114,24228,287,1306,25000000000,2533,9,0,18
24230,12115,24231,1306,445,24999999000,1260,5,0,27
24231,12115,24230,445,1306,25000000000,2924,7,0,75
24232,12116,24233,1306,1036,25000000000,4754,3,0,32
24233,12116,24232,1036,1306,25000000000,1659,9,10,76
24234,12117,24235,1306,172,24999999000,4989,3,1000,38
24235,12117,24234,172,1306,25000000000,3378,7,0,69
24236,12118,24237,1306,834,25000000000,4714,8,10,50
24237,12118,24236,834,1306,25000000000,3861,6,0,77
24238,12119,24239,1306,884,24999999000,3772,7,0,51
24239,12119,24238,884,1306,25000000000,4801,3,0,58
24240,12120,24241,1307,1195,25000000000,4486,3,10,64
24241,12120,24240,1195,1307,25000000000,2806,2,0,44
24242,12121,24243,1307,8,25000000000,3274,2,0,65
24243,12121,24242,8,1307,25000000000,1373,1,0,91
24244,12122,24245,1307,344,24999999000,4634,4,0,14
24245,12122,24244,344,1307,25000000000,2267,6,0,79
24246,12123,24247,1307,1063,24999999000,4090,6,0,18
24247,12123,24246,1063,1307,24999999000,1018,9,10,35
24248,12124,24249,1307,1259,24999999000,4222,4,0,91
24249,12124,24248,1259,1307,25000000000,4265,5,0,87
24250,12125,24251,1307,307,24999998000,1337,8,0,91
24251,12125,24250,307,1307,24999999000,3803,9,0,45
24252,12126,24253,1307,646,25000000000,3952,5,10,22
24253,12126,24252,646,1307,25000000000,2289,3,10,49
24254,12127,24255,1307,852,24999998000,3120,9,10,19
24255,12127,24254,852,1307,24999999000,2701,9,10,75
24256,12128,24257,1307,119,24999999000,2128,3,0,23
24257,12128,24256,119,1307,25000000000,1329,3,0,21
24258,12129,24259,1307,669,25000000000,4206,6,0,90
24259,12129,24258,669,1307,25000000000,2830,5,0,72
24260,12130,24261,1308,155,24999999000,4537,5,100,53
24261,12130,24260,155,1308,25000000000,2490,1,10,65
24262,12131,24263,1308,413,24999999000,3348,7,10,38
24263,12131,24262,413,1308,24999999000,3352,9,0,17
24264,12132,24265,1308,21,24999999000,4689,1,0,72
24265,12132,24264,21,1308,25000000000,1860,6,10,64
24266,12133,24267,1308,392,24999999000,4563,2,1000,93
24267,12133,24266,392,1308,25000000000,1838,7,0,71
24268,12134,24269,1308,921,25000000000,3461,3,100,42
24269,12134,24268,921,1308,25000001000,4828,8,10,43
24270,12135,24271,1308,1119,24999999000,2020,3,0,37
24271,12135,24270,1119,1308,25000000000,1034,2,0,16
24272,12136,24273,1308,1143,24999999000,3146,8,0,14
24273,12136,24272,1143,1308,25000000000,4061,4,0,11
24274,12137,24275,1308,29,25000001000,1641,6,0,42
24275,12137,24274,29,1308,25000001000,4390,7,0,18
24276,12138,24277,1308,668,25000000000,1870,6,0,93
24277,12138,24276,668,1308,25000000000,3299,8,10,10
24278,12139,24279,1308,116,24999999000,4461,7,0,95
24279,12139,24278,116,1308,24999999000,1603,3,0,82
24280,12140,24281,1309,198,25000001000,3796,4,10,96
24281,12140,24280,198,1309,25000001000,2540,2,0,59
24282,12141,24283,1309,146,25000000000,1739,1,0,55
24283,12141,24282,146,1309,25000001000,1504,7,0,45
24284,12142,24285,1309,227,24999999000,1497,3,100,58
